input,output
-10.0,-0.6483608274494597
-9.9,-0.5145529084560897
-9.8,-0.3938830407075524
-9.700000000000001,-0.2823883456457432
-9.600000000000001,-0.17703760658782985
-9.500000000000002,-0.07536423876354229
-9.400000000000002,0.02478303281149111
-9.300000000000002,0.12542959781553323
-9.200000000000003,0.2286417115746459
-9.100000000000003,0.33670052637568076
-9.000000000000004,0.45231565941216517
-8.900000000000004,0.578923587913378
-8.800000000000004,0.7211468755470591
-8.700000000000005,0.8855569365428293
-8.600000000000005,1.0820324238917576
-8.500000000000005,1.3263643278449382
-8.400000000000006,1.6457107262826287
-8.300000000000006,2.091377514403563
-8.200000000000006,2.773749295763555
-8.100000000000007,3.982398248028082
-8.000000000000007,6.799711454870595
-7.9000000000000075,21.71511267755669
-7.800000000000008,-18.50682164701823
-7.700000000000008,-6.442872473349076
-7.6000000000000085,-3.8522656962574864
-7.500000000000009,-2.7060138671512033
-7.400000000000009,-2.0492841692309427
-7.30000000000001,-1.6165614240232145
-7.20000000000001,-1.3046209399791455
-7.10000000000001,-1.064893126869163
-7.000000000000011,-0.8714479826583366
-6.900000000000011,-0.7091111506589914
-6.800000000000011,-0.5683399787039847
-6.700000000000012,-0.44275741673269864
-6.600000000000012,-0.32785800661948983
-6.500000000000012,-0.2202772003551357
-6.400000000000013,-0.1173489475227852
-6.300000000000013,-0.016816277683114337
-6.2000000000000135,0.08337771487160224
-6.100000000000014,0.1852622306886076
-6.000000000000014,0.2910061913409299
-5.900000000000015,0.4031108998695552
-5.800000000000015,0.5246662219546584
-5.700000000000015,0.6597305715997301
-5.600000000000016,0.8139432837238586
-5.500000000000016,0.9955840522145237
-5.400000000000016,1.2175408245727322
-5.300000000000017,1.5012733956127178
-5.200000000000017,1.8856418774877728
-5.100000000000017,2.449389415604756
-5.000000000000018,3.380515006801109
-4.900000000000018,5.26749306637701
-4.8000000000000185,11.384870653191767
-4.700000000000019,-80.71276298288763
-4.600000000000019,-8.860174891926215
-4.5000000000000195,-4.637332054358665
-4.40000000000002,-3.0963237814402556
-4.30000000000002,-2.2858478773678104
-4.200000000000021,-1.7777797744698358
-4.100000000000021,-1.4235264832342966
-4.000000000000021,-1.1578212824337082
-3.9000000000000212,-0.9474246499477404
-3.800000000000021,-0.7735560905458339
-3.700000000000021,-0.6247330752136198
-3.600000000000021,-0.4934667299612576
-3.500000000000021,-0.37458564010859136
-3.400000000000021,-0.26431690076470843
-3.3000000000000207,-0.15974574766340735
-3.2000000000000206,-0.05847385446652029
-3.1000000000000205,0.04161665459363185
-3.0000000000000204,0.1425465430816377
-2.9000000000000203,0.2464053939909985
-2.8000000000000203,0.3555298316002153
-2.70000000000002,0.47272762907607624
-2.60000000000002,0.6015966130695923
-2.50000000000002,0.7470222972061116
-2.40000000000002,0.9160142895875197
-2.30000000000002,1.1192136418284961
-2.2000000000000197,1.373823056824401
-2.1000000000000196,1.7098465429632257
-2.0000000000000195,2.1850398633993007
-1.9000000000000195,2.9270975151528242
-1.8000000000000194,4.286261674325468
-1.7000000000000193,7.696602139043433
-1.6000000000000192,34.23253272546344
-1.500000000000019,-14.101419945914461
-1.400000000000019,-5.797883715380794
-1.300000000000019,-3.6021024491898985
-1.2000000000000188,-2.572151622428551
-1.1000000000000187,-1.9647596573319013
-1.0000000000000187,-1.5574077246791365
-0.9000000000000187,-1.2601582174919366
-0.8000000000000187,-1.0296385570399031
-0.7000000000000187,-0.8422883804087374
-0.6000000000000187,-0.6841368084348274
-0.5000000000000188,-0.5463024898525878
-0.4000000000000188,-0.42279321873784137
-0.3000000000000188,-0.3093362495525239
-0.2000000000000188,-0.20271003551679073
-0.1000000000000188,-0.10033467210714073
