input,output
-10.0,-0.8390715290771652
-9.9,-0.8891911526283544
-9.8,-0.9304262721158415
-9.700000000000001,-0.9623648798682721
-9.600000000000001,-0.9846878557933189
-9.500000000000002,-0.9971721561937612
-9.400000000000002,-0.9996930420273488
-9.300000000000002,-0.9922253254305401
-9.200000000000003,-0.9748436213457786
-9.100000000000003,-0.9477216021326559
-9.000000000000004,-0.911130261888772
-8.900000000000004,-0.8654352092514689
-8.800000000000004,-0.8110930140867397
-8.700000000000005,-0.7486466456558025
-8.600000000000005,-0.6787200473182203
-8.500000000000005,-0.6020119026805926
-8.400000000000006,-0.5192886541070346
-8.300000000000006,-0.43137684494928924
-8.200000000000006,-0.33915486093804065
-8.100000000000007,-0.24354415364009435
-8.000000000000007,-0.1455000338120893
-7.9000000000000075,-0.04600212564691755
-7.800000000000008,0.053955420569591024
-7.700000000000008,0.15337386204111797
-7.6000000000000085,0.25125984249191213
-7.500000000000009,0.34663531779187573
-7.400000000000009,0.43854732755432907
-7.30000000000001,0.5260775173720434
-7.20000000000001,0.6083513145282858
-7.10000000000001,0.6845466664411236
-7.000000000000011,0.7539022543979712
-6.900000000000011,0.8157251001487612
-6.800000000000011,0.8693974903594525
-6.700000000000012,0.9143831482391088
-6.600000000000012,0.9502325919599499
-6.500000000000012,0.9765876256738798
-6.400000000000013,0.9931849187378229
-6.300000000000013,0.9998586363761974
-6.2000000000000135,0.9965420970208283
-6.100000000000014,0.9832684384418543
-6.000000000000014,0.9601702866840699
-5.900000000000015,0.9274784307540728
-5.800000000000015,0.8855195169440097
-5.700000000000015,0.8347127848398004
-5.600000000000016,0.7755658784762982
-5.500000000000016,0.7086697742840854
-5.400000000000016,0.6346928759414163
-5.300000000000017,0.5543743362512646
-5.200000000000017,0.4685166713096603
-5.100000000000017,0.37797774271373946
-5.000000000000018,0.2836621854261617
-4.900000000000018,0.1865123694218001
-4.8000000000000185,0.08749898344732536
-4.700000000000019,-0.012388663460439549
-4.600000000000019,-0.11215252697996765
-4.5000000000000195,-0.210795799428338
-4.40000000000002,-0.30733286990039727
-4.30000000000002,-0.4007991720814247
-4.200000000000021,-0.4902608213566664
-4.100000000000021,-0.5748239465329785
-4.000000000000021,-0.6536436208616457
-3.9000000000000212,-0.725932304189378
-3.800000000000021,-0.7909677118658367
-3.700000000000021,-0.8481000317113137
-3.600000000000021,-0.8967584163378993
-3.500000000000021,-0.9364566873044594
-3.400000000000021,-0.9667981926242986
-3.3000000000000207,-0.9874797699078716
-3.2000000000000206,-0.9982947757915872
-3.1000000000000205,-0.9991351502638911
-3.0000000000000204,-0.9899924965743592
-2.9000000000000203,-0.9709581650811966
-2.8000000000000203,-0.942222340670489
-2.70000000000002,-0.9040721420218704
-2.60000000000002,-0.8568887533810085
-2.50000000000002,-0.8011436155759345
-2.40000000000002,-0.7373937156083331
-2.30000000000002,-0.666276021277759
-2.2000000000000197,-0.5885011172504855
-2.1000000000000196,-0.5048461045888183
-2.0000000000000195,-0.41614683652285167
-1.9000000000000195,-0.323289566811584
-1.8000000000000194,-0.2272020946949226
-1.7000000000000193,-0.12884449429948736
-1.6000000000000192,-0.029199522309658027
-1.500000000000019,0.07073720167381467
-1.400000000000019,0.16996714290308745
-1.300000000000019,0.26749882854464613
-1.2000000000000188,0.36235775443865503
-1.1000000000000187,0.453596121407981
-1.0000000000000187,0.540302305860228
-0.9000000000000187,0.6216099682672145
-0.8000000000000187,0.6967067093457079
-0.7000000000000187,0.7648421873320079
-0.6000000000000187,0.8253356149298894
-0.5000000000000188,0.8775825618986263
-0.4000000000000188,0.9210609940061071
-0.3000000000000188,0.955336489126802
-0.2000000000000188,0.9800665777951245
-0.1000000000000188,0.9950041652608411
