input,output
0.09999999999998122,-2.095903274301714
0.19999999999998122,-1.4649735207053007
0.2999999999999812,-1.095903274381022
0.39999999999998126,-0.83404376710893
0.49999999999998124,-0.6309297535963279
0.5999999999999812,-0.46497352078466564
0.6999999999999812,-0.3246595250442563
0.7999999999999812,-0.20311401351258088
0.8999999999999811,-0.09590327428317062
0.9999999999999811,0.0
1.0999999999999812,0.08675506436650206
1.1999999999999813,0.1659562328116766
1.2999999999999814,0.2388142451389204
1.3999999999999815,0.30627022850820834
1.4999999999999816,0.3690702464036611
1.5999999999999817,0.427815740083758
1.6999999999999817,0.4829986489752117
1.7999999999999818,0.5350264793131672
1.899999999999982,0.5842405849846635
1.999999999999982,0.6309297535963279
2.099999999999982,0.6753404749029064
2.199999999999982,0.717684817962838
2.299999999999982,0.7581465558778342
2.399999999999982,0.7968859864080119
2.4999999999999822,0.8340437671335492
2.5999999999999823,0.869743998735255
2.6999999999999824,0.9040967257722261
2.7999999999999825,0.9371999821045425
2.8999999999999826,0.9691414778050953
2.9999999999999827,0.9999999999999949
3.0999999999999828,1.0298465830783803
3.199999999999983,1.0587454936800915
3.299999999999983,1.0867550644722392
3.399999999999983,1.1139284025715448
3.499999999999983,1.140313995730564
3.599999999999983,1.1659562329095001
3.6999999999999833,1.1908958539839718
3.7999999999999834,1.215170338580996
3.8999999999999835,1.2388142452700859
3.9999999999999836,1.2618595071926557
4.099999999999984,1.2843356918174549
4.199999999999983,1.3062702284992385
4.299999999999983,1.3276886102535133
4.399999999999983,1.3486145715591698
4.499999999999982,1.369070246558635
4.599999999999982,1.3890763094741656
4.6999999999999815,1.4086521011997581
4.799999999999981,1.427815740004343
4.899999999999981,1.4465842241362779
4.9999999999999805,1.46497352072988
5.09999999999998,1.4829986489799927
5.19999999999998,1.5006737523315856
5.299999999999979,1.5180121667082016
5.399999999999979,1.5350264793685564
5.499999999999979,1.5517285850976392
5.599999999999978,1.5681297357008726
5.699999999999978,1.5842405850519248
5.799999999999978,1.6000712314014252
5.899999999999977,1.6156312552138787
5.999999999999977,1.6309297535963245
6.0999999999999766,1.6459753726947806
6.199999999999976,1.6607763366747097
6.299999999999976,1.675340474969132
6.3999999999999755,1.6896752472764207
6.499999999999975,1.7037877659985123
6.599999999999975,1.7176848180685682
6.699999999999974,1.7313728838871247
6.799999999999974,1.7448581561678735
6.899999999999974,1.7581465560116398
6.999999999999973,1.7712437493268927
7.099999999999973,1.7841551604497397
7.199999999999973,1.7968859865058286
7.299999999999972,1.809441209399672
7.399999999999972,1.8218256075803003
7.499999999999972,1.8340437672468126
7.599999999999971,1.8461000921773243
7.699999999999971,1.8579988136034329
7.7999999999999705,1.8697439988664142
7.89999999999997,1.8813395598567908
7.99999999999997,1.8927892607889836
8.09999999999997,1.904096725730685
8.199999999999969,1.9152654454137832
8.299999999999969,1.9262987832014535
8.399999999999968,1.9371999820955665
8.499999999999968,1.9479721696929895
8.599999999999968,1.9586183638498413
8.699999999999967,1.9691414778707061
8.799999999999967,1.9795443251554976
8.899999999999967,1.989829623609944
8.999999999999966,2.000000000154963
9.099999999999966,2.01005799439965
9.199999999999966,2.0200060630704937
9.299999999999965,2.0298465830700057
9.399999999999965,2.039581854796086
9.499999999999964,2.049214105734578
9.599999999999964,2.058745493600671
9.699999999999964,2.068178108927133
9.799999999999963,2.0775139777326057
9.899999999999963,2.0867550644155894
9.999999999999963,2.095903274326208
